id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lold_abs_err,Lyoung_abs__Lsol,Lyoung_abs_err,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qhac,qhac_err,gamma,gamma_err,red_chi2,t
NGC4464,0.002291,0.002165,7921000000,1394000000,3547000000,177400000,3538000000,176900000,9005000,8510000,27160000,0,1058000,0,0.082,0.079,0.017,0.015,237300,392100,28220000,24490000,10.04,19.78,27.26,9.273,0.192,0.117,0.059,0.12,0.334,-2.7
NGC4468,0.001095,0.0007013,3752000000,495100000,2394000000,119700000,2390000000,119500000,4305000,2756000,61340000,0,1440000,0,0.249,0.157,0.053,0.028,604000,483200,62780000,33120000,1.831,6.478,20.31,12.42,0.13,0.095,0.023,0.056,0.66,-2.7
NGC4469,0.01521,0.01098,27030000000,4414000000,15670000000,783500000,15610000000,780500000,59770000,43160000,1162000000,0,39270000,0,0.85,0.229,0.167,0.016,945900,212700,1201000000,102100000,6.251,1.562,25.11,1.084,0.093,0.046,0.002,0.002,0.464,0.2
NGC4470,0.5085,0.03682,1816000000,561300000,6210000000,310500000,4212000000,210600000,1998000000,144700000,787700000,0,1463000000,0,1.212,0.099,0.218,0.046,2160000,454700,2251000000,128800000,5.061,1.211,24.22,1,0.1,0.005,0.002,0.002,0.559,1.9
NGC4472,0.5908,0.02954,601900000000,30100000000,203100000000,10160000000,200800000000,10040000000,2322000000,116100000,1521000000,0,234500000,0,0.09,0.041,0.017,0.006,9124000,10630000,1755000000,636500000,5.507,15.23,24.57,11.74,0.308,0.097,0.152,0.168,3.239,-4.8
NGC4473,0.01766,0.01112,66850000000,16030000000,31350000000,1567000000,31280000000,1564000000,69400000,43710000,307400000,0,11360000,0,0.108,0.077,0.021,0.012,606200,1039000,318800000,179500000,15.1,22.33,29.25,7.469,0.22,0.111,0.076,0.133,0.287,-4.7
NGC4474,0.001188,0.000919,12060000000,603100000,8130000000,406500000,8125000000,406300000,4667000,3612000,9248000,0,111100,0,0.011,0.02,0.002,0.004,16620,72770,9359000,16590000,16.48,24.05,29.69,7.484,0.203,0.118,0.087,0.146,0.659,-1.9
NGC4476,0.008528,0.004086,6399000000,717300000,5818000000,290900000,5784000000,289200000,33520000,16060000,740000000,0,25640000,0,1.299,0.118,0.257,0.014,603500,91700,765600000,44160000,6.256,1.254,25.12,0.87,0.067,0.015,0.002,0.002,0.576,-2.9
NGC4477,0.007005,0.0044,64960000000,5548000000,28460000000,1423000000,28430000000,1421000000,27530000,17290000,365600000,0,5212000,0,0.126,0.052,0.028,0.006,277300,244700,370800000,74050000,12.52,13.42,28.32,5.24,0.031,0.022,0.008,0.014,0.321,-1.7
NGC4478,0.003183,0.002151,20190000000,4189000000,11610000000,580500000,11600000000,579900000,12510000,8455000,87740000,0,1485000,0,0.074,0.046,0.016,0.008,267000,402500,89230000,44480000,11.68,20.12,27.98,8.322,0.142,0.1,0.089,0.133,0.363,-4.9
NGC4479,0.002005,0.0009969,6000000000,683100000,3748000000,187400000,3740000000,187000000,7880000,3918000,3098000,0,115700,0,0.009,0.022,0.002,0.004,17070,71920,3213000,7772000,14.05,22.62,28.89,8.029,0.182,0.123,0.081,0.141,2.234,-1.9
NGC4480,1.652,0.2042,18170000000,4994000000,27360000000,1368000000,20870000000,1044000000,6493000000,802600000,3237000000,0,4581000000,0,1.133,0.123,0.224,0.046,19100000,2969000,7818000000,603800000,1.841,0.388,20.33,0.74,0.069,0.026,0.009,0.006,0.455,5.1
NGC4482,0.009422,0.004868,3739000000,506100000,2758000000,137900000,2721000000,136000000,37030000,19130000,48290000,0,7969000,0,0.179,0.077,0.034,0.011,1609000,724400,56260000,17980000,0.265,0.991,14.55,9.406,0.04,0.033,0.004,0.008,0.932,-4.8
NGC4483,0.002153,0.001559,10650000000,1924000000,5009000000,250500000,5001000000,250000000,8463000,6128000,8273000,0,282400,0,0.019,0.029,0.004,0.005,16300,58760,8555000,12850000,16.5,23.85,29.7,7.415,0.215,0.118,0.078,0.138,0.48,-1.4
NGC4486,0.2183,0.048,337400000000,31530000000,150400000000,7521000000,149600000000,7478000000,857800000,188600000,1038000000,0,89490000,0,0.084,0.035,0.015,0.003,25700000,5332000,1127000000,217900000,0.106,0.022,12.42,0.452,0.233,0.094,0.048,0.024,4.923,-4.3
NGC4488,0.001446,0.001119,2573000000,432100000,1428000000,71410000,1422000000,71120000,5685000,4400000,24930000,0,1287000,0,0.174,0.105,0.036,0.018,23150,43140,26210000,12840000,18.81,22.98,30.38,6.411,0.214,0.117,0.08,0.134,0.435,-0.1
NGC4491,0.003084,0.001597,103400000,13230000,234400000,11720000,222300000,11120000,12120000,6276000,71800000,0,10570000,0,2.786,0.159,0.555,0.047,13790,4538,82370000,6394000,28.2,12.92,32.58,2.578,0.02,0.001,0.021,0.007,1.769,1
NGC4492,0.2913,0.08481,102600000000,19260000000,40880000000,2044000000,39730000000,1987000000,1145000000,333300000,1879000000,0,492800000,0,0.504,0.153,0.102,0.02,14800000,4075000,2371000000,345700000,0.726,0.22,17.31,0.906,0.166,0.069,0.005,0.006,0.67,1
NGC4494,0.3518,0.4779,78130000000,13270000000,49630000000,2482000000,48250000000,2413000000,1383000000,1878000000,210600000,0,44180000,0,0.044,0.024,0.008,0.005,1006000,2010000,254700000,124300000,12.53,21.61,28.32,8.432,0.269,0.107,0.169,0.176,0.265,-4.8
NGC4496A,0.9776,0.09521,4995000000,1498000000,12210000000,610600000,8370000000,418500000,3842000000,374200000,1435000000,0,2327000000,0,0.946,0.111,0.196,0.053,8029000,1488000,3762000000,350700000,2.074,0.663,20.76,1.146,0.104,0.012,0.009,0.004,0.376,7.4
NGC4497,0.001252,0.0007146,5027000000,465700000,3144000000,157200000,3139000000,157000000,4920000,2809000,30030000,0,686500,0,0.09,0.085,0.02,0.017,127300,240400,30720000,26360000,12.67,21.49,28.37,8.313,0.174,0.115,0.082,0.139,0.698,-1.1
NGC4498,0.4195,0.04154,2813000000,387800000,7146000000,357300000,5498000000,274900000,1649000000,163300000,848800000,0,1173000000,0,1.128,0.094,0.192,0.035,4861000,243000,2022000000,101100000,1.998,0.1,20.62,0.178,0.06,0.003,0.002,0.001,1.329,6.4
NGC4501,1.867,0.3654,54620000000,12070000000,48500000000,2425000000,41160000000,2058000000,7340000000,1436000000,8623000000,0,6281000000,0,2.11,0.174,0.401,0.073,19030000,1213000,14900000000,745200000,3.608,0.514,22.84,0.562,0.064,0.012,0.005,0.003,0.996,3.3
NGC4502,0.1555,0.02767,1213000000,276400000,3218000000,160900000,2607000000,130300000,611000000,108700000,223000000,0,271800000,0,0.51,0.093,0.1,0.033,2491000,1103000,494800000,87050000,1.097,0.589,18.6,1.724,0.057,0.033,0.007,0.008,0.597,5.9
NGC4503,0.002127,0.002504,18880000000,1805000000,8125000000,406200000,8116000000,405800000,8358000,9841000,75460000,0,1210000,0,0.092,0.059,0.021,0.01,64730,152400,76670000,38130000,24.56,26.58,31.81,5.946,0.204,0.115,0.106,0.156,0.216,-1.7
NGC4506,0.003466,0.001819,2354000000,358500000,2033000000,101600000,2019000000,101000000,13620000,7149000,169600000,0,9144000,0,0.779,0.158,0.159,0.02,373000,130800,178700000,21190000,2.546,1.034,21.51,1.509,0.077,0.033,0.003,0.004,0.427,1.1
NGC4516,0.0102,0.002506,4765000000,695100000,2398000000,119900000,2358000000,117900000,40090000,9847000,11260000,0,2840000,0,0.06,0.048,0.01,0.008,60720,131900,14100000,11050000,14.25,22.67,28.96,7.958,0.201,0.114,0.085,0.142,0.975,1.5
NGC4519,1.178,0.05888,3256000000,617800000,14410000000,720400000,9779000000,489000000,4628000000,231400000,1871000000,0,3236000000,0,1.113,0.08,0.214,0.036,5884000,294200,5107000000,255300000,3.49,0.175,22.71,0.196,0.06,0.003,0.016,0.002,0.481,6.9
NGC4521,0.009679,0.009197,81230000000,8923000000,31230000000,1562000000,31190000000,1560000000,38040000,36150000,743500000,0,14110000,0,0.253,0.121,0.055,0.014,732300,880500,757600000,194800000,12.96,16.82,28.49,6.384,0.116,0.066,0.017,0.044,0.466,-0.2
NGC4522,0.2683,0.03496,2810000000,656700000,5174000000,258700000,4119000000,206000000,1054000000,137400000,844600000,0,745900000,0,1.348,0.134,0.287,0.053,2184000,265400,1591000000,79530000,3.414,0.35,22.62,0.4,0.097,0.01,0.002,0.002,0.709,5.9
NGC4525,0.06545,0.0142,1073000000,240700000,1775000000,88770000,1518000000,75910000,257200000,55800000,146100000,0,146200000,0,0.717,0.117,0.133,0.031,1985000,430800,292300000,30020000,0.705,0.216,17.23,0.911,0.123,0.028,0.002,0.003,0.627,5.9
NGC4526,0.04287,0.02551,98280000000,21300000000,52730000000,2637000000,52570000000,2628000000,168500000,100300000,4933000000,0,120600000,0,0.976,0.229,0.216,0.02,4103000,225600,5054000000,265700000,6.029,0.346,24.96,0.247,0.054,0.017,0.001,0.001,0.435,-1.9
NGC4527,2.389,0.4542,44370000000,7915000000,47680000000,2384000000,38290000000,2139000000,9391000000,1785000000,15630000000,0,8816000000,0,3.527,0.241,0.953,0.101,26820000,3427000,24440000000,1569000000,3.958,0.981,23.21,0.994,0.076,0.021,0.011,0.005,1.171,4
NGC4528,0.001043,0.0007009,9040000000,1507000000,5582000000,279100000,5578000000,278900000,4100000,2755000,32170000,0,368000,0,0.054,0.042,0.012,0.009,112600,225400,32540000,23870000,13.97,22.24,28.86,7.932,0.208,0.117,0.07,0.13,0.508,-2
NGC4531,0.0145,0.009124,10830000000,1737000000,7882000000,394100000,7825000000,391200000,56970000,35860000,581800000,0,37110000,0,0.703,0.178,0.146,0.02,2877000,618100,618900000,77140000,1.054,0.249,18.47,0.755,0.075,0.043,0.003,0.003,0.446,-0.1
NGC4532,0.7527,0.04096,1732000000,478000000,6976000000,348800000,4017000000,200900000,2958000000,161000000,1059000000,0,2083000000,0,1.309,0.086,0.272,0.058,2223000,159500,3142000000,157100000,6.045,0.691,24.97,0.493,0.02,0.001,0.015,0.003,0.916,9.7
NGC4533,0.08745,0.015,2128000000,453100000,2192000000,109600000,1848000000,92400000,343700000,58970000,178600000,0,180200000,0,0.705,0.19,0.147,0.052,1679000,823300,358800000,98310000,1.319,0.828,19.2,2.081,0.024,0.014,0.005,0.007,1.44,7.1
NGC4535,2.483,0.2738,29300000000,6690000000,47600000000,2380000000,37850000000,1892000000,9757000000,1076000000,7505000000,0,6875000000,0,1.345,0.13,0.283,0.05,29230000,2148000,14380000000,719000000,2.056,0.288,20.73,0.501,0.097,0.027,0.011,0.005,0.673,5
NGC4536,3.179,0.3532,19650000000,4861000000,40820000000,2041000000,28330000000,1453000000,12490000000,1388000000,9479000000,0,10750000000,0,2.142,0.124,0.537,0.073,13750000,687400,20230000000,1012000000,5.962,0.305,24.91,0.22,0.06,0.003,0.016,0.002,0.535,4.3
NGC4540,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.2
NGC4546,0.005477,0.003673,30040000000,4586000000,19240000000,962100000,19220000000,961100000,21530000,14440000,277000000,0,4676000,0,0.137,0.061,0.031,0.006,1234000,848700,281700000,51140000,1.067,1.441,18.51,4.316,0.14,0.081,0.065,0.076,0.438,-2.7
NGC4550,0.007038,0.004029,12880000000,1430000000,7297000000,364900000,7270000000,363500000,27660000,15840000,148100000,0,7243000,0,0.2,0.076,0.042,0.009,331400,186400,155300000,32410000,3.183,3.722,22.35,4.514,0.025,0.016,0.006,0.012,0.733,-2
NGC4551,0.0008045,0.0007454,14670000000,1425000000,6379000000,319000000,6376000000,318800000,3162000,2930000,22800000,0,215500,0,0.035,0.03,0.008,0.006,100400,212700,23020000,18230000,13.84,22.28,28.81,8.008,0.21,0.115,0.064,0.125,0.332,-4.9
NGC4552,0.03409,0.02165,147400000000,13720000000,58680000000,2934000000,58540000000,2927000000,134000000,85090000,426200000,0,15270000,0,0.075,0.045,0.016,0.008,3898000,4533000,441500000,216300000,3.995,12.19,23.25,12.25,0.256,0.113,0.065,0.122,0.324,-4.6
NGC4559,0.6914,0.07058,3717000000,975900000,10000000000,500200000,7287000000,364300000,2717000000,277400000,1089000000,0,1571000000,0,0.83,0.079,0.181,0.05,5602000,971600,2660000000,210200000,2.4,0.665,21.29,1.019,0.049,0.032,0.002,0.002,0.558,6
NGC4561,0.8779,0.1015,4038000000,1102000000,11760000000,588000000,8309000000,415500000,3450000000,399000000,816600000,0,1530000000,0,0.542,0.055,0.108,0.031,2357000,475900,2347000000,206100000,5.124,1.221,24.27,0.999,0.02,0.003,0.003,0.002,0.82,7.2
NGC4562,0.01923,0.003462,624600000,98800000,853700000,42680000,778100000,38900000,75560000,13600000,57200000,0,36460000,0,0.548,0.123,0.108,0.029,2715000,835100,93660000,18730000,0.189,0.136,13.73,1.706,0.094,0.028,0.005,0.005,0.22,7.1
NGC4564,0.007174,0.00533,30790000000,6110000000,14030000000,701300000,14000000000,699900000,28190000,20950000,138400000,0,4637000,0,0.107,0.094,0.022,0.016,169600,353500,143000000,106500000,19.42,24.53,30.55,6.663,0.205,0.116,0.062,0.123,0.301,-4.6
NGC4565,0.741,0.1324,109400000000,15810000000,52470000000,2624000000,49560000000,2478000000,2912000000,520500000,8712000000,0,2201000000,0,1.45,0.182,0.397,0.034,64810000,11000000,10910000000,812100000,0.803,0.193,17.62,0.732,0.132,0.022,0.001,0.001,1.034,3.2
NGC4567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
NGC4568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.1
NGC4569,0.188,0.1058,31940000000,4748000000,35450000000,1772000000,34710000000,1735000000,738700000,415600000,5993000000,0,651100000,0,1.504,0.198,0.318,0.031,7796000,389800,6644000000,332200000,3.5,0.175,22.72,0.196,0.062,0.009,0.014,0.003,0.727,2.4
NGC4570,0.004801,0.003022,44350000000,4438000000,20290000000,1014000000,20270000000,1013000000,18870000,11880000,126000000,0,1929000,0,0.063,0.032,0.014,0.005,1484000,1291000,127900000,48550000,2.148,8.66,20.88,14.54,0.229,0.113,0.051,0.095,0.218,-1.9
NGC4571,0.4467,0.1364,22750000000,3808000000,24680000000,1234000000,22920000000,1146000000,1756000000,536200000,2816000000,0,1233000000,0,1.007,0.176,0.206,0.04,16190000,4041000,4049000000,413600000,1.171,0.403,18.81,1.118,0.173,0.036,0.002,0.002,1.155,6.4
NGC4578,0.004034,0.003286,13660000000,1116000000,8845000000,442300000,8829000000,441500000,15850000,12910000,30630000,0,922700,0,0.035,0.037,0.007,0.007,183300,366800,31550000,31300000,11.99,21.26,28.11,8.606,0.095,0.117,0.053,0.113,6.133,-2.1
NGC4579,0.9038,0.4662,128400000000,15510000000,105500000000,5275000000,101900000000,5097000000,3552000000,1832000000,16320000000,0,2925000000,0,1.495,0.281,0.32,0.04,25600000,3277000,19240000000,1612000000,3.382,0.638,22.59,0.735,0.136,0.028,0.003,0.003,0.669,2.8
NGC4580,0.1488,0.08136,12640000000,1558000000,12180000000,609000000,11590000000,579700000,584800000,319700000,2103000000,0,512200000,0,1.697,0.35,0.341,0.048,6100000,375600,2615000000,130800000,2.015,0.153,20.65,0.271,0.06,0.003,0.004,0.002,1.366,1.6
NGC4584,0.006146,0.003316,1379000000,281400000,1700000000,85020000,1676000000,83810000,24150000,13030000,215400000,0,18290000,0,1.069,0.226,0.218,0.039,638600,299600,233700000,45420000,1.932,1.047,20.51,1.918,0.104,0.047,0.01,0.011,0.568,1.4
NGC4586,0.01407,0.0113,11470000000,2028000000,6196000000,309800000,6141000000,307000000,55280000,44410000,482700000,0,34840000,0,0.819,0.247,0.172,0.018,2202000,346400,517600000,40470000,1.101,0.207,18.61,0.605,0.114,0.033,0.002,0.002,0.317,1.2
NGC4589,0.01328,0.01089,89170000000,15110000000,56060000000,2803000000,56010000000,2801000000,52190000,42790000,394800000,0,5861000,0,0.066,0.035,0.015,0.006,882500,1751000,400700000,152700000,15.87,21.83,29.5,7.007,0.167,0.105,0.041,0.093,1.692,-4.8
NGC4591,0.9103,0.1423,17930000000,2983000000,21580000000,1079000000,18000000000,900100000,3578000000,559200000,3183000000,0,2726000000,0,1.427,0.173,0.281,0.053,13210000,2024000,5908000000,451000000,2.062,0.497,20.74,0.864,0.08,0.022,0.006,0.004,0.315,3.1
NGC4592,0.3941,0.0197,1039000000,76260000,4837000000,241900000,3289000000,164400000,1549000000,77440000,299500000,0,646200000,0,0.483,0.068,0.088,0.024,4526000,894100,945700000,109000000,1.022,0.295,18.37,0.916,0.066,0.018,0.004,0.004,1.34,7.9
NGC4594,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1
NGC4595,0.2398,0.0479,1612000000,153600000,4802000000,240100000,3859000000,193000000,942400000,188200000,649500000,0,586000000,0,0.926,0.133,0.212,0.048,2307000,395500,1236000000,113600000,2.503,0.72,21.44,1.065,0.091,0.02,0.005,0.004,0.57,4
NGC4596,0.005774,0.003331,26650000000,5449000000,15770000000,788400000,15750000000,787300000,22690000,13090000,310700000,0,6291000,0,0.198,0.08,0.042,0.007,575600,180000,317000000,48520000,2.264,0.922,21.07,1.483,0.132,0.067,0.022,0.029,0.498,-0.8
NGC4606,0.008149,0.002292,3626000000,871500000,4029000000,201400000,3997000000,199800000,32030000,9009000,603900000,0,28140000,0,1.462,0.073,0.281,0.014,797000,133800,632000000,31600000,3.848,0.883,23.1,0.915,0.061,0.009,0.004,0.002,2.971,0.6
NGC4607,0.4161,0.1479,4739000000,1409000000,9838000000,491900000,8202000000,544400000,1635000000,581200000,3742000000,0,1479000000,0,4.085,0.387,0.96,0.111,6817000,368400,5221000000,261100000,3.502,0.175,22.72,0.196,0.1,0.005,0.003,0.002,0.804,4
NGC4608,0.03043,0.06132,55860000000,7239000000,23890000000,1194000000,23770000000,1188000000,119600000,241000000,223300000,0,13080000,0,0.095,0.053,0.021,0.009,1036000,1508000,236300000,96510000,9.954,20.02,27.22,9.456,0.222,0.113,0.138,0.162,0.284,-1.7
NGC4612,0.006717,0.003928,25310000000,6715000000,12400000000,619800000,12370000000,618500000,26400000,15440000,102300000,0,3381000,0,0.088,0.069,0.018,0.012,447600,706700,105700000,73700000,11.24,20.25,27.79,8.646,0.176,0.114,0.071,0.129,0.319,-2
NGC4618,0.2622,0.02341,1556000000,143600000,4175000000,208800000,3145000000,157200000,1030000000,92010000,275900000,0,516700000,0,0.602,0.078,0.099,0.031,1722000,236300,792600000,88270000,2.161,0.596,20.91,0.995,0.082,0.022,0.005,0.003,0.56,8.6
NGC4621,0.02031,0.001016,57770000000,2888000000,46090000000,2305000000,46010000000,2301000000,79830000,3992000,669900000,0,18440000,0,0.139,0.047,0.029,0.007,23020000,7161000,688400000,167500000,0.125,0.126,12.77,2.228,0.304,0.092,0.002,0.004,5.344,-4.8
NGC4624,0.007033,0.002767,20420000000,4899000000,12020000000,601000000,11990000000,599600000,27640000,10870000,47360000,0,1991000,0,0.047,0.03,0.008,0.005,246400,433600,49350000,29660000,8.074,16.94,26.25,9.513,0.242,0.116,0.095,0.149,0.526,-0.6
NGC4625,0.0948,0.01212,802800000,166800000,1672000000,83620000,1300000000,64990000,372600000,47620000,139700000,0,208700000,0,0.744,0.133,0.13,0.04,1162000,582800,348400000,67860000,1.626,1.105,19.9,2.336,0.151,0.042,0.011,0.01,1.049,8.7
NGC4627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.7
NGC4629,0.5533,0.2353,2427000000,717400000,7124000000,1022000000,4950000000,253900000,2175000000,924800000,239300000,0,445900000,0,0.257,0.142,0.052,0.031,1996000,1055000,685200000,171200000,2.139,1.257,20.87,2.119,0.034,0.027,0.004,0.006,0.247,9.1
NGC4630,0.3679,0.05566,2376000000,547900000,6001000000,300100000,4555000000,234200000,1446000000,218800000,991200000,0,1173000000,0,1.543,0.118,0.3,0.063,3628000,602100,2164000000,142800000,2.454,0.7,21.37,1.052,0.091,0.017,0.016,0.003,0.76,9.7
NGC4631,3.63,0.2216,17680000000,3093000000,38470000000,1924000000,24210000000,1210000000,14270000000,870900000,9249000000,0,10980000000,0,1.845,0.103,0.571,0.074,16080000,965000,20230000000,1011000000,5.956,0.33,24.91,0.238,0.061,0.006,0.003,0.001,1.456,6.5
NGC4633,0.1395,0.02598,1062000000,225400000,2622000000,131100000,2074000000,103700000,548200000,102100000,304000000,0,343200000,0,0.921,0.142,0.181,0.053,2494000,611100,647200000,103600000,1.278,0.535,19.09,1.38,0.049,0.018,0.008,0.007,1.666,7.9
NGC4636,0.1957,0.02137,198000000000,15570000000,71900000000,3595000000,71130000000,3557000000,769000000,83990000,36170000,0,10010000,0,0.01,0.018,0.001,0.002,253000,883500,46170000,83520000,12.47,21.66,28.29,8.492,0.232,0.12,0.109,0.159,4.285,-4.8
NGC4638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.6
NGC4639,1.094,0.1094,26340000000,3522000000,27370000000,1368000000,23070000000,1153000000,4300000000,430000000,2648000000,0,2461000000,0,0.844,0.117,0.176,0.042,10530000,1873000,5109000000,540400000,2.401,0.725,21.29,1.111,0.067,0.015,0.003,0.002,1.073,3.6
NGC4643,0.04869,0.009303,47910000000,4791000000,18430000000,921400000,18240000000,911800000,191400000,36560000,545100000,0,51650000,0,0.28,0.102,0.066,0.011,3601000,829700,596700000,96900000,0.754,0.231,17.43,0.921,0.095,0.056,0.008,0.011,2.027,-0.5
NGC4647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.1
NGC4649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.6
NGC4651,2.734,0.2619,46760000000,6088000000,60670000000,3034000000,49930000000,2496000000,10740000000,1029000000,8247000000,0,7956000000,0,1.396,0.162,0.243,0.042,23500000,3161000,16200000000,1506000000,3.247,0.62,22.43,0.74,0.102,0.011,0.003,0.003,1.256,5.1
NGC4654,2.54,0.4485,15060000000,3299000000,33500000000,1675000000,23520000000,1176000000,9984000000,1763000000,7047000000,0,8477000000,0,2.049,0.162,0.444,0.073,14550000,2248000,15520000000,1455000000,5.046,1.243,24.2,1.03,0.088,0.021,0.004,0.003,0.745,5.9
NGC4656,0.3924,0.01962,429000000,108200000,3330000000,166500000,1788000000,89400000,1542000000,77110000,67250000,0,217900000,0,0.14,0.018,0.031,0.011,775600,109900,285100000,31250000,1.681,0.464,20.02,0.954,0.02,0.001,0.011,0.005,1.135,9
NGC4660,0.007523,0.002915,17720000000,3175000000,10930000000,546700000,10900000000,545200000,29570000,11460000,73000000,0,2905000,0,0.072,0.033,0.014,0.005,137900,246100,75910000,25560000,15,23.37,29.21,7.859,0.226,0.11,0.19,0.175,0.228,-4.6
NGC4666,4.445,0.5314,38940000000,6875000000,59920000000,3354000000,42450000000,2247000000,17470000000,2089000000,20090000000,0,16500000000,0,3.542,0.177,1.053,0.103,20660000,2755000,36590000000,3289000000,8.567,1.921,26.52,1.027,0.069,0.017,0.003,0.002,1.017,5
NGC4668,0.1796,0.01384,1112000000,212600000,2804000000,140200000,2098000000,104900000,705900000,54380000,195300000,0,321000000,0,0.555,0.069,0.107,0.031,2190000,554800,516300000,57290000,1.096,0.389,18.59,1.138,0.061,0.035,0.011,0.01,0.612,7.5
NGC4684,0.02467,0.01414,11920000000,1552000000,8114000000,405700000,8017000000,400900000,96960000,55550000,650500000,0,56460000,0,0.68,0.186,0.159,0.021,258900,79130,706900000,82420000,10.7,4.555,27.56,2.026,0.021,0.005,0.039,0.02,0.955,-1.2
NGC4688,0.5199,0.03121,1408000000,282900000,6264000000,313200000,4221000000,211100000,2043000000,122700000,407200000,0,846200000,0,0.485,0.068,0.096,0.027,4473000,1386000,1253000000,143900000,1.135,0.498,18.7,1.418,0.062,0.009,0.027,0.014,1.184,6
NGC4689,0.4635,0.2763,13420000000,3289000000,17570000000,878400000,15750000000,787300000,1822000000,1086000000,2956000000,0,1398000000,0,1.633,0.375,0.31,0.082,9371000,574900,4353000000,217700000,2.016,0.159,20.66,0.282,0.135,0.025,0.005,0.003,0.692,4.7
